Stem,Word_anew,Word_mrc,V.Mean.Sum,V.SD.Sum,V.Rat.Sum,A.Mean.Sum,A.SD.Sum,A.Rat.Sum,D.Mean.Sum,D.SD.Sum,D.Rat.Sum,Conc,Imag 
more,mores,more,5.17,1.42,18,2.6,1.64,20,4.44,1.61,25,284,264
morgu,morgue,morgue,1.79,1.18,19,3.48,2.62,21,3.32,2.23,53,572,589
morn,morn,morning,3.62,2.18,21,3.0,1.98,22,4.3,2.35,27,515,579
morn,morning,morning,6.41,1.92,22,3.95,2.33,21,6.35,1.84,17,515,579
morphin,morphine,morphine,4.58,2.27,19,5.14,3.0,21,4.57,2.35,23,580,550
mortal,mortal,mortal,4.39,2.0,18,3.55,2.04,20,3.88,2.09,25,406,402
mortal,mortality,mortal,5.15,2.46,20,6.9,1.74,20,3.58,2.18,26,406,402
mortar,mortar,mortar,4.14,2.06,21,4.37,2.83,19,4.94,2.25,35,548,449
mortgag,mortgage,mortgage,3.45,1.5,22,4.43,2.39,23,3.74,1.69,19,422,358
mosqu,mosque,mosque,4.11,1.91,18,3.0,2.55,20,4.04,1.88,25,478,461
mosquito,mosquito,mosquito,3.12,2.08,40,5.17,2.64,41,3.88,2.68,25,595,612
moth,moth,moth,4.47,2.06,19,2.55,1.9,20,4.6,2.14,20,550,577
mother,mother,mother,7.53,1.86,80,4.73,2.92,106,6.11,2.64,74,579,638
mother,motherly,mother,7.67,1.75,18,3.74,2.88,19,5.08,2.48,25,579,638
motion,motion,motion,5.8,1.47,20,4.71,2.31,21,6.15,2.12,34,367,416
motiv,motivate,motive,6.05,2.53,19,5.09,2.45,22,7.22,1.91,23,255,275
motiv,motivation,motive,6.24,2.05,21,4.73,2.6,22,6.35,1.69,20,255,275
motiv,motivational,motive,6.76,1.76,25,6.37,2.31,19,7.14,1.62,21,255,275
motiv,motive,motive,5.32,1.55,22,4.86,2.57,22,6.2,2.42,20,255,275
motor,motor,motor,5.64,1.81,22,5.42,1.74,19,5.5,2.24,20,565,521
mountain,mountain,mountain,6.65,1.77,43,4.12,2.5,43,6.18,2.58,22,616,629
mous,mouse,mouse,4.8,2.04,20,3.38,1.94,21,4.29,2.16,24,624,615
mouss,mousse,mousse,6.0,0.92,20,3.19,1.86,21,6.04,2.03,24,492,439
mouth,mouth,mouth,5.59,1.59,22,4.14,2.29,21,6.0,2.65,17,568,613
mouth,mouthful,mouth,4.88,1.41,17,3.8,2.14,20,4.64,1.98,25,568,613
mouthpiec,mouthpiece,mouthpiece,4.65,1.81,20,3.62,2.09,21,4.62,2.5,24,608,549
move,move,move,4.95,1.86,21,4.24,2.45,21,5.12,2.32,17,390,413
movi,movie,movie,7.24,1.51,41,4.39,2.63,49,5.68,2.16,44,590,571
mucous,mucous,mucous,2.95,1.73,22,3.83,2.32,24,4.41,2.32,22,539,538
mucus,mucus,mucus,2.84,1.34,19,4.17,2.14,42,4.16,1.81,45,565,570
mud,mud,mud,5.06,1.21,18,3.19,1.66,21,4.27,2.43,22,605,582
mug,mug,mug,4.16,1.77,19,3.83,2.52,23,4.82,2.25,28,576,574
mule,mule,mule,4.26,1.48,19,2.78,1.66,18,4.5,2.37,16,592,608
multipl,multiple,multiplication,5.0,1.61,18,4.0,2.03,20,5.64,1.62,22,387,476
multitud,multitude,multitude,5.0,1.56,20,4.09,2.16,22,5.16,2.06,19,361,436
mural,mural,mural,6.67,1.24,21,3.4,2.24,25,5.95,1.68,19,515,515
murder,murder,murder,1.48,0.81,21,6.24,2.76,21,3.38,2.28,16,445,549
murder,murderer,murder,1.92,1.63,101,6.83,1.94,82,2.83,2.26,95,445,549
murder,murderous,murder,2.05,1.67,20,7.05,2.06,20,2.95,1.83,21,445,549
muscl,muscle,muscle,6.15,1.35,20,4.55,2.46,22,6.81,1.71,27,573,553
music,music,music,7.67,1.82,40,5.57,3.09,23,6.5,2.25,48,512,549
music,musical,music,7.68,1.21,22,5.63,2.61,19,5.43,2.48,21,512,549
musician,musician,musician,6.79,1.55,19,5.52,2.02,21,5.7,2.24,23,564,585
must,must,must,5.45,1.44,22,4.1,2.47,21,5.06,2.68,17,297,247
mustard,mustard,mustard,4.74,1.41,19,3.39,2.0,18,5.69,2.63,16,595,599
mutil,mutilate,mutilation,2.0,1.21,20,4.96,2.75,47,2.91,2.37,22,452,502
mutil,mutilated,mutilation,2.73,2.1,22,6.0,2.47,20,3.32,1.99,22,452,502
mutil,mutilation,mutilation,2.27,1.61,22,5.38,2.67,21,2.73,1.55,22,452,502
mutini,mutiny,mutiny,4.2,1.91,20,5.18,2.32,22,4.56,2.22,27,367,447
muzzl,muzzle,muzzle,3.95,1.75,21,4.65,2.29,23,3.54,2.06,26,585,513
mysteri,mysterious,mystery,6.05,1.32,20,5.45,2.04,22,4.76,2.23,21,256,472
mysteri,mystery,mystery,5.29,2.03,21,5.04,2.6,23,4.33,2.45,18,256,472
mystic,mystic,mystic,6.12,2.16,40,4.52,2.34,21,4.7,2.19,43,345,495
mystic,mystical,mystic,6.57,1.89,21,5.04,2.61,25,5.79,1.96,24,345,495
mystic,mysticism,mystic,6.0,1.86,19,4.29,2.53,21,4.58,2.22,19,345,495
myth,myth,myth,6.11,2.02,19,4.0,2.53,22,5.38,2.09,16,334,359
nag,nag,nag,2.3,1.56,20,4.72,2.78,18,3.96,2.73,24,392,508
nail,nail,nail,4.6,1.7,20,3.05,2.46,21,5.17,2.12,24,598,588
name,name,name,5.62,1.56,21,3.04,2.12,23,5.14,2.78,22,405,475
napkin,napkin,napkin,5.63,1.92,19,3.09,2.67,22,5.21,1.77,28,585,582
narrow,narrow,narrow,4.95,1.0,20,4.53,2.57,19,5.19,1.9,26,372,491
narrow,narrow,narrowness,4.95,1.0,20,4.53,2.57,19,5.19,1.9,26,303,397
nation,nation,nation,6.0,1.97,19,4.78,2.21,23,4.74,2.18,19,415,436
nation,national,nation,5.62,1.28,21,3.45,1.88,20,6.63,2.89,19,415,436
nation,nationality,nation,5.6,1.1,20,3.5,2.16,20,5.32,1.94,22,415,436
nativ,native,native,5.85,1.04,20,3.05,1.93,19,6.05,2.06,22,471,507
natur,natural,nature,6.42,1.96,40,3.67,2.62,36,5.16,2.52,19,414,513
natur,nature,nature,6.88,1.94,42,4.0,2.69,42,5.0,2.97,20,414,513
naval,naval,naval,5.19,1.78,21,2.86,1.9,21,5.15,2.38,26,519,535
nave,nave,nave,3.9,1.41,21,3.52,1.54,21,4.33,1.62,21,402,282
navel,navel,navel,4.89,2.03,18,3.36,1.94,22,5.5,1.79,22,583,546
navi,navy,navy,5.38,2.04,21,3.64,2.48,22,5.07,2.53,27,472,562
neat,neat,neat,6.95,1.63,21,4.1,2.49,20,5.64,3.03,22,314,495
necess,necessity,necessity,5.32,1.6,19,4.55,2.11,22,4.75,2.19,24,273,306
neck,neck,neck,5.44,2.06,18,3.65,2.74,20,5.17,1.89,18,587,622
necklac,necklace,necklace,6.85,1.53,20,3.52,2.6,21,5.64,2.29,25,633,606
nectar,nectar,nectar,6.8,1.87,41,3.95,2.32,22,5.83,1.82,18,556,523
need,need,need,5.45,1.82,22,3.67,2.15,21,5.06,2.16,17,314,327
needl,needle,needle,3.97,1.73,38,4.36,2.35,42,5.12,2.44,42,608,589
neglect,neglect,neglect,2.16,1.21,19,4.72,2.49,43,3.69,2.53,61,282,372
nephew,nephew,nephew,6.75,1.83,20,4.33,2.39,21,5.94,2.42,34,541,443
nerv,nerve,nerve,4.45,1.76,20,5.27,2.27,22,5.42,1.87,19,488,486
nervous,nervous,nervous,3.56,1.79,18,5.51,2.65,43,4.02,2.25,42,338,465
nervous,nervousness,nervous,3.1,1.45,21,4.45,2.63,22,3.93,2.16,27,338,465
nest,nest,nest,5.65,1.27,20,3.35,2.25,20,5.5,1.61,26,557,571
net,net,net,5.0,1.76,21,3.0,2.09,23,4.61,2.38,18,577,540
neuter,neuter,neuter,4.11,1.7,19,4.9,2.36,20,4.21,2.62,24,336,327
neutral,neutral,neutrality,5.5,1.5,20,3.45,2.39,22,5.81,1.5,21,267,308
neutral,neutralize,neutrality,5.19,1.29,21,3.36,1.87,22,5.45,1.99,22,267,308
new,new,new,7.68,1.29,22,5.14,2.82,21,5.22,2.02,18,348,418
newborn,newborn,newborn,7.48,1.69,21,4.96,2.86,25,4.89,2.83,19,452,532
news,news,news,4.96,1.43,23,4.61,2.3,38,4.48,2.6,25,437,484
newspap,newspaper,newspaper,5.11,1.15,19,2.67,1.93,21,5.05,2.66,19,576,616
newt,newt,newt,4.65,1.93,20,3.64,2.04,22,5.59,2.19,27,606,472
nice,nice,nice,6.95,2.04,40,3.53,2.44,43,6.47,1.98,19,279,375
nickel,nickel,nickel,5.62,1.69,21,4.22,2.11,23,5.0,2.07,21,597,572
night,night,night,6.68,1.52,22,3.57,2.54,21,5.22,2.05,18,496,607
night,nightly,night,5.38,1.63,21,3.61,2.23,23,5.32,1.38,25,496,607
nightfal,nightfall,nightfall,6.63,1.74,19,4.0,2.32,21,3.8,2.07,20,511,588
nightgown,nightgown,nightgown,5.85,2.01,20,3.35,2.45,17,5.67,2.22,24,644,564
nine,nine,nine,5.1,1.77,20,3.83,2.33,24,5.21,2.73,28,452,494
nip,nip,nip,5.25,1.48,20,4.39,2.45,18,4.68,1.36,22,515,486
nod,nod,nod,5.05,1.28,21,2.92,2.32,24,6.1,2.29,20,437,508
nomad,nomad,nomad,4.71,1.31,21,3.17,2.63,24,5.3,2.87,20,512,516
nonsens,nonsense,nonsense,4.0,1.89,20,4.52,2.29,21,4.74,2.31,43,256,349
noodl,noodle,noodle,6.48,1.57,21,3.09,2.16,22,5.48,1.99,27,588,530
noos,noose,noose,2.43,1.67,84,5.38,2.58,104,3.99,2.53,78,542,593
normal,normal,normal,6.17,2.07,18,2.29,2.03,21,6.39,1.79,18,237,294
nose,nose,nose,5.5,1.47,18,3.1,2.05,20,4.61,2.3,18,628,605
note,note,note,5.78,1.73,18,3.33,2.06,21,5.28,1.41,18,525,503
notic,notice,notice,5.94,1.86,18,3.38,2.25,21,5.11,2.37,18,479,467
notic,noticeable,notice,5.86,1.53,21,4.25,2.65,20,5.75,1.73,36,479,467
noun,noun,noun,5.22,1.26,18,2.37,1.95,19,5.28,1.88,25,387,368
novel,novel,novel,5.74,2.54,19,3.41,2.36,22,5.09,2.04,23,529,547
numb,numb,numb,3.79,1.84,19,2.5,1.44,22,4.04,1.76,24,379,477
number,number,number,5.59,1.74,22,3.5,2.01,20,6.13,2.0,15,395,489
nun,nun,nun,5.79,2.53,19,2.43,1.88,23,4.53,2.71,43,583,617
nurs,nurse,nurse,5.41,2.25,41,4.64,2.82,22,5.58,2.1,48,588,617
nurs,nursing,nurse,6.39,1.65,18,3.57,2.39,23,5.05,1.96,19,588,617
nurseri,nursery,nursery,6.1,2.3,21,4.29,2.46,48,4.89,1.82,19,528,542
nutmeg,nutmeg,nutmeg,5.76,1.89,21,3.24,1.87,21,6.04,2.07,25,586,526
nymph,nymph,nymph,5.42,2.29,19,5.32,2.61,22,4.5,2.08,28,424,546
oak,oak,oak,6.47,1.35,19,2.64,2.08,22,5.91,2.02,22,588,590
oar,oar,oar,5.15,1.79,20,2.72,1.6,18,6.38,2.46,24,572,592
oat,oat,oat,5.67,1.24,18,2.82,1.98,17,5.32,1.62,22,553,499
oath,oath,oath,6.4,1.57,20,4.0,2.22,25,6.47,2.37,19,331,443
oatmeal,oatmeal,oatmeal,5.47,1.58,19,3.1,2.1,21,5.65,2.06,23,552,558
obedi,obedience,obedience,4.63,2.09,19,3.29,2.12,21,4.06,2.35,16,238,394
obedi,obedience,obedient,4.63,2.09,19,3.29,2.12,21,4.06,2.35,16,317,364
obedi,obedient,obedience,6.05,2.09,21,2.82,1.68,22,4.74,2.57,27,238,394
obedi,obedient,obedient,6.05,2.09,21,2.82,1.68,22,4.74,2.57,27,317,364
obes,obese,obese,2.32,1.25,19,3.95,2.46,21,4.22,2.86,23,492,563
obes,obesity,obese,2.81,1.99,81,4.63,2.55,106,4.55,2.7,97,492,563
object,object,object,5.52,1.47,21,4.08,2.24,24,5.91,2.52,22,487,408
object,objection,object,3.83,1.34,18,4.48,2.25,21,4.22,1.73,23,487,408
object,objective,object,5.55,1.36,20,4.38,2.13,21,6.47,1.74,19,487,408
object,objectivity,object,5.63,1.92,19,4.09,2.2,22,7.04,1.6,27,487,408
obliqu,oblique,oblique,4.57,1.27,23,3.18,1.99,22,5.6,2.33,20,351,310
oblivion,oblivion,oblivion,3.95,1.82,20,4.38,2.6,21,4.92,2.4,25,242,386
oblivi,oblivious,oblivious,4.5,1.42,18,3.5,2.31,18,3.81,2.26,16,306,347
obscur,obscure,obscure,5.15,1.9,20,3.1,2.05,21,4.48,2.14,25,320,354
obscur,obscurity,obscure,4.64,1.71,22,3.28,1.64,18,3.88,2.15,17,320,354
observ,observant,observation,6.37,1.21,19,4.05,2.48,20,6.04,2.49,24,326,345
observ,observant,observer,6.37,1.21,19,4.05,2.48,20,6.04,2.49,24,505,489
observ,observation,observation,5.61,1.75,18,3.23,1.72,22,6.04,1.99,23,326,345
observ,observation,observer,5.61,1.75,18,3.23,1.72,22,6.04,1.99,23,505,489
observ,observe,observation,5.3,1.95,20,4.25,2.29,20,5.92,1.66,25,326,345
observ,observe,observer,5.3,1.95,20,4.25,2.29,20,5.92,1.66,25,505,489
observ,observer,observation,5.0,1.84,20,4.5,2.24,20,6.08,2.17,26,326,345
observ,observer,observer,5.0,1.84,20,4.5,2.24,20,6.08,2.17,26,505,489
obsess,obsess,obsession,3.23,1.8,22,4.95,2.41,19,4.1,2.45,21,243,409
obsess,obsessed,obsession,4.86,1.71,21,4.46,2.64,24,5.76,2.68,17,243,409
obsess,obsession,obsession,4.38,1.66,40,5.64,2.19,44,4.15,2.83,54,243,409
obsess,obsessive,obsession,3.35,1.73,20,6.14,2.27,22,4.0,2.55,21,243,409
obstruct,obstruct,obstruction,3.61,1.14,18,4.29,1.74,21,4.7,2.58,23,421,413
obstruct,obstruction,obstruction,3.75,1.41,20,3.68,2.17,22,3.48,1.99,27,421,413
occas,occasion,occasion,6.45,1.63,22,4.79,2.04,19,5.52,1.86,21,346,305
occasion,occasional,occasional,5.5,1.42,18,2.45,1.64,20,4.72,1.67,25,315,276
occup,occupant,occupation,5.19,1.91,21,3.17,2.27,23,5.24,2.61,17,381,375
occup,occupation,occupation,4.77,2.33,22,4.33,2.15,21,5.47,2.32,19,381,375
occup,occupational,occupation,6.18,1.71,22,4.32,1.97,19,5.8,1.91,20,381,375
ocean,ocean,ocean,7.39,2.01,82,3.5,2.83,80,5.88,2.64,76,593,623
ocean,oceanic,ocean,7.45,1.26,22,4.26,2.62,19,5.57,2.25,21,593,623
ode,ode,ode,5.75,1.41,20,2.81,1.97,21,4.48,1.73,25,381,344
offend,offend,offend,3.29,1.76,42,4.81,2.04,21,4.17,2.92,18,321,372
offend,offender,offend,3.25,1.77,20,4.52,2.57,23,3.86,2.35,21,321,372
offic,office,office,4.54,1.75,41,3.05,2.01,22,5.16,2.15,44,569,518
offic,office,officer,4.54,1.75,41,3.05,2.01,22,5.16,2.15,44,550,593
offic,officer,office,4.91,1.63,22,4.38,2.4,21,4.41,2.69,17,569,518
offic,officer,officer,4.91,1.63,22,4.38,2.4,21,4.41,2.69,17,550,593
oil,oil,oil,3.91,1.82,22,4.25,2.57,20,5.63,2.89,19,581,573
old,old,old,3.19,1.94,21,4.48,2.66,21,4.22,2.88,18,349,478
oliv,olive,olive,6.05,2.5,21,3.92,2.04,25,5.18,2.17,22,618,578
omen,omen,omen,3.77,1.8,22,4.52,2.68,21,3.59,2.2,22,319,413
one,one,one,6.09,2.07,22,2.67,2.01,21,5.56,2.45,18,379,432
one,oneness,one,6.4,2.06,20,3.19,2.42,21,4.8,2.53,25,379,432
onion,onion,onion,5.37,1.61,19,4.95,2.09,21,4.78,1.98,23,632,617
opal,opal,opal,6.0,1.97,20,3.14,2.23,22,5.26,2.21,27,533,490
open,open,open,6.14,1.58,22,4.43,2.38,21,6.17,1.79,18,381,425
open,open,opening,6.14,1.58,22,4.43,2.38,21,6.17,1.79,18,455,462
open,opener,open,6.0,1.95,20,3.0,2.21,21,5.67,1.93,24,381,425
open,opener,opening,6.0,1.95,20,3.0,2.21,21,5.67,1.93,24,455,462
open,opening,open,5.95,1.47,21,4.6,2.64,20,6.68,2.11,19,381,425
open,opening,opening,5.95,1.47,21,4.6,2.64,20,6.68,2.11,19,455,462
open,openness,open,6.52,2.42,21,4.37,2.69,19,5.86,1.9,21,381,425
open,openness,opening,6.52,2.42,21,4.37,2.69,19,5.86,1.9,21,455,462
opinion,opinion,opinion,6.38,1.86,21,4.53,2.45,45,6.28,1.94,43,285,359
opinion,opinionated,opinion,5.57,1.63,21,3.95,2.65,22,5.54,2.28,26,285,359
opium,opium,opium,3.42,2.41,19,3.65,2.19,23,4.68,2.14,19,552,487
oppon,opponent,opponent,4.42,1.46,19,5.5,1.99,22,5.8,1.58,20,440,408
opportun,opportunity,opportunity,7.1,1.45,21,5.5,2.89,20,7.11,2.02,19,306,335
opposit,opposite,opposition,4.77,1.11,22,3.43,1.99,21,4.95,1.84,22,316,359
opposit,opposition,opposition,3.21,1.36,19,4.5,1.92,22,4.0,1.89,24,316,359
optim,optimism,optimism,7.21,2.09,39,4.95,2.56,21,6.9,2.08,48,240,418
orang,orange,orange,6.81,1.54,21,4.04,2.73,25,5.58,2.36,24,601,626
orchestra,orchestra,orchestra,6.5,1.87,82,4.07,2.63,85,5.76,2.24,99,578,619
orchid,orchid,orchid,7.0,1.52,20,4.11,2.81,18,5.58,2.26,24,599,597
order,order,order,5.82,0.96,22,3.19,1.99,21,6.56,1.82,16,344,352
order,order,orderly,5.82,0.96,22,3.19,1.99,21,6.56,1.82,16,388,419
order,orderly,order,6.36,2.19,22,5.05,2.39,19,6.38,1.94,21,344,352
order,orderly,orderly,6.36,2.19,22,5.05,2.39,19,6.38,1.94,21,388,419
organ,organ,organ,4.95,1.5,22,3.41,1.94,22,5.55,2.06,20,596,576
organ,organic,organ,5.55,2.11,20,4.29,2.14,17,6.17,2.32,24,596,576
organ,organism,organ,6.0,2.03,18,3.48,2.29,21,5.22,1.95,23,596,576
organ,organization,organ,5.71,1.45,21,3.09,2.39,22,5.96,2.09,26,596,576
organ,organize,organ,6.75,1.62,20,4.05,2.19,22,6.95,1.39,20,596,576
organ,organizer,organ,6.35,1.53,20,3.17,2.14,24,6.96,2.17,28,596,576
origin,origin,origin,5.19,1.6,21,3.7,2.3,20,5.29,2.33,21,319,306
origin,origin,originality,5.19,1.6,21,3.7,2.3,20,5.29,2.33,21,257,335
origin,origin,originate,5.19,1.6,21,3.7,2.3,20,5.29,2.33,21,285,311
origin,origin,originator,5.19,1.6,21,3.7,2.3,20,5.29,2.33,21,491,365
origin,original,origin,7.5,1.44,22,4.4,2.54,20,7.16,1.71,19,319,306
origin,original,originality,7.5,1.44,22,4.4,2.54,20,7.16,1.71,19,257,335
origin,original,originate,7.5,1.44,22,4.4,2.54,20,7.16,1.71,19,285,311
origin,original,originator,7.5,1.44,22,4.4,2.54,20,7.16,1.71,19,491,365
origin,originality,origin,6.94,1.26,18,5.0,1.95,21,6.3,2.27,23,319,306
origin,originality,originality,6.94,1.26,18,5.0,1.95,21,6.3,2.27,23,257,335
origin,originality,originate,6.94,1.26,18,5.0,1.95,21,6.3,2.27,23,285,311
origin,originality,originator,6.94,1.26,18,5.0,1.95,21,6.3,2.27,23,491,365
ornament,ornament,ornament,6.63,1.57,19,3.32,2.25,22,5.39,2.19,23,615,594
other,other,other,5.41,1.59,22,3.48,2.27,21,6.0,2.09,18,275,265
otter,otter,otter,6.95,1.79,22,4.42,2.5,19,5.19,2.09,21,631,572
ounc,ounce,ounce,5.65,1.35,20,3.77,2.43,22,5.26,2.12,27,502,457
outbreak,outbreak,outbreak,2.47,1.65,19,5.38,1.91,21,3.4,1.73,20,358,359
outcom,outcome,outcome,5.62,1.16,21,3.68,2.67,25,6.37,1.71,19,318,295
outfit,outfit,outfit,6.05,1.35,19,4.19,1.99,21,6.64,1.84,22,515,487
outhous,outhouse,outhouse,4.19,2.14,21,3.43,2.31,21,4.59,2.15,27,573,494
outpost,outpost,outpost,4.67,1.83,21,3.05,1.94,22,6.06,2.21,18,462,378
outsid,outsider,outsider,4.3,1.84,20,3.52,2.45,23,5.17,2.83,18,468,518
oven,oven,oven,6.16,1.34,19,2.95,1.53,21,6.04,1.97,23,593,599
overcoat,overcoat,overcoat,5.43,1.57,21,3.1,2.43,20,5.77,2.09,22,611,552
overlap,overlap,overlap,3.95,1.72,21,2.83,1.92,23,5.61,2.12,18,371,399
overlap,overlapping,overlap,4.9,1.86,20,3.5,2.44,20,4.92,1.64,24,371,399
owl,owl,owl,6.3,1.7,43,3.57,2.42,42,5.02,2.14,44,614,595
owner,owner,owner,6.38,1.53,21,4.71,2.1,24,6.59,2.46,22,468,425
ownership,ownership,ownership,5.85,2.13,20,4.41,2.4,22,7.53,1.71,19,336,362
ox,ox,ox,4.95,1.7,20,3.82,2.26,22,5.81,1.91,21,633,548
oxid,oxide,oxide,5.53,1.35,19,2.91,2.24,22,4.39,1.79,28,462,337
oxygen,oxygen,oxygen,7.25,1.68,20,4.9,2.77,20,5.69,2.41,26,484,430
oyster,oyster,oyster,4.81,2.36,21,3.11,2.08,19,5.18,2.46,22,573,521
packag,package,package,5.17,1.92,18,4.73,2.83,22,5.17,1.99,23,580,529
packag,packaging,package,5.15,1.35,20,3.3,2.1,23,5.36,2.0,28,580,529
pact,pact,pact,5.0,1.68,23,3.73,2.25,22,6.0,2.49,19,372,364
page,page,page,6.09,1.31,22,3.45,1.99,20,6.37,2.43,19,571,555
page,paging,page,4.71,1.59,21,4.6,2.11,20,6.19,2.06,21,571,555
pail,pail,pail,4.5,1.57,20,2.24,1.61,21,5.08,1.78,25,538,508
pain,pain,pain,2.0,1.28,40,6.27,2.59,22,3.47,2.09,38,426,502
pain,painful,pain,2.58,1.46,19,5.52,2.4,21,3.83,2.67,23,426,502
paint,paint,paint,5.74,1.33,19,4.5,1.96,20,6.56,1.68,43,577,567
paint,paint,painting,5.74,1.33,19,4.5,1.96,20,6.56,1.68,43,615,602
paint,painting,paint,6.9,1.87,21,3.25,2.49,20,7.32,1.86,19,577,567
paint,painting,painting,6.9,1.87,21,3.25,2.49,20,7.32,1.86,19,615,602
painter,painter,painter,6.6,1.47,20,3.29,1.95,21,5.71,1.92,24,568,565
pair,pair,pair,5.95,1.8,21,3.35,1.9,20,6.68,2.19,19,377,480
palac,palace,palace,6.1,1.86,20,4.67,2.28,40,5.4,2.13,45,579,612
pale,pale,pale,4.11,1.76,19,3.18,1.94,22,4.18,2.13,22,385,532
palett,palette,palette,5.14,1.98,21,3.3,2.18,23,5.76,2.14,17,565,437
palm,palm,palm,6.05,1.7,20,2.67,1.75,18,5.83,2.06,23,596,555
pan,pan,pan,5.15,1.69,20,3.05,1.32,20,6.0,1.85,25,586,532
pancrea,pancreas,pancreas,4.14,1.98,21,2.74,2.18,23,5.0,2.54,18,573,453
pane,pane,pane,4.95,1.43,21,3.57,1.78,21,4.85,1.81,20,506,410
panic,panic,panic,2.56,1.55,39,6.4,2.26,20,2.65,2.06,23,324,501
pant,pant,pants,5.33,1.64,18,3.9,2.75,20,4.56,1.65,18,619,630
pant,pants,pants,5.62,1.56,21,3.8,2.71,20,6.29,2.12,21,619,630
panti,panties,panties,6.38,1.77,21,5.65,2.7,20,4.95,2.78,21,597,574
panti,panty,panties,5.94,1.73,18,5.0,2.51,21,5.35,2.69,23,597,574
paper,paper,paper,5.42,1.62,40,3.52,2.58,48,5.64,2.3,61,599,590
parad,parade,parade,6.37,1.26,19,4.8,1.82,20,5.78,2.37,23,523,578
paradis,paradise,paradise,7.0,2.33,22,4.82,2.95,22,7.9,1.58,21,326,516
paradox,paradox,paradox,5.4,1.23,20,5.0,2.16,22,4.26,1.91,19,257,334
paragraph,paragraph,paragraph,5.4,2.06,20,3.26,1.71,23,5.1,1.7,21,493,482
parallel,parallel,parallelism,5.29,1.52,21,2.87,2.05,23,5.56,2.28,18,260,324
parcel,parcel,parcel,5.45,1.39,20,4.18,2.54,22,5.83,1.72,18,525,509
pardon,pardon,pardon,5.5,2.26,18,2.8,2.09,20,5.0,2.28,18,307,355
parish,parish,parish,4.0,1.73,17,3.45,1.99,20,5.57,2.48,23,434,483
park,park,park,7.0,1.61,18,2.7,2.08,20,5.56,1.98,18,579,573
park,parking,park,4.57,1.72,21,3.8,2.04,20,6.47,2.46,19,579,573
parliament,parliament,parliament,4.9,1.89,20,2.81,1.86,21,4.08,2.06,25,456,475
part,part,part,4.77,1.29,39,3.36,2.17,22,5.21,1.87,19,339,340
part,parting,part,3.95,1.27,19,4.81,2.27,21,4.91,2.45,23,339,340
particip,participant,participant,5.32,1.92,19,3.29,2.22,21,6.43,1.78,23,439,370
particip,participate,participant,5.5,1.54,20,4.44,2.53,18,6.42,2.39,24,439,370
particip,participation,participant,6.15,1.69,20,3.55,2.6,22,6.3,1.88,27,439,370
partner,partner,partner,7.11,2.05,18,3.7,2.77,20,6.0,2.25,18,500,513
parti,party,party,7.18,1.97,82,6.08,2.8,106,5.92,2.19,75,496,596
pass,pass,pass,5.73,2.07,22,4.38,2.78,21,4.78,2.13,18,385,479
passag,passage,passage,5.88,1.39,82,3.35,2.08,82,5.68,2.17,93,558,525
passeng,passenger,passenger,4.55,1.19,20,3.82,2.04,22,4.0,2.31,19,562,529
passion,passion,passion,7.53,1.52,100,6.08,2.52,108,6.23,2.37,102,300,467
passion,passionate,passion,7.17,1.54,18,6.33,1.96,21,6.62,2.37,34,300,467
past,past,past,5.09,1.9,22,4.71,2.37,21,5.18,2.56,17,293,446
past,past,paste,5.09,1.9,22,4.71,2.37,21,5.18,2.56,17,559,529
past,paste,past,4.95,0.83,20,2.62,1.53,21,5.84,1.95,25,293,446
past,paste,paste,4.95,0.83,20,2.62,1.53,21,5.84,1.95,25,559,529
pastor,pastor,pastor,5.35,2.7,20,3.91,2.52,23,5.38,1.53,21,567,488
pastur,pasture,pasture,6.15,2.13,20,3.14,2.26,21,5.75,2.19,24,562,562
patch,patch,patch,5.11,1.28,18,2.84,1.71,19,4.4,2.0,25,558,529
patent,patent,patent,5.34,1.48,102,3.64,2.53,81,5.79,2.08,101,400,375
patent,patented,patent,5.05,1.07,21,3.6,2.48,25,5.11,2.42,19,400,375
path,path,path,5.71,1.31,21,3.74,2.42,23,4.62,1.65,26,504,537
pathet,pathetic,pathetic,3.11,1.41,19,3.56,2.25,18,3.18,2.04,17,256,397
patienc,patience,patience,6.62,1.83,21,3.16,1.55,25,7.18,1.56,22,266,363
patient,patient,patient,6.71,1.55,42,2.77,1.74,22,4.83,2.04,18,487,526
pattern,pattern,pattern,5.53,1.9,19,3.14,1.61,22,5.39,2.57,23,472,453
paus,pause,pause,5.53,0.84,19,2.57,1.75,21,6.35,1.67,23,306,347
pawn,pawn,pawn,3.9,1.73,21,4.29,2.08,21,5.16,2.91,25,480,479
payment,payment,payment,5.16,1.64,19,4.44,2.2,18,5.19,2.37,16,432,472
pea,pea,pea,6.0,1.89,19,2.41,1.47,22,5.0,2.47,23,614,568
pea,peas,pea,6.1,1.68,20,2.95,1.88,21,5.72,2.17,25,614,568
peac,peace,peace,7.75,1.5,40,4.65,2.77,23,7.17,2.19,48,309,446
peac,peace,peaceful,7.75,1.5,40,4.65,2.77,23,7.17,2.19,48,360,426
peac,peaceful,peace,8.0,1.78,20,4.38,3.2,21,6.84,2.49,25,309,446
peac,peaceful,peaceful,8.0,1.78,20,4.38,3.2,21,6.84,2.49,25,360,426
peach,peach,peach,6.83,2.01,18,4.7,2.49,23,5.74,1.91,19,617,613
